mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12191061973571778,0.006436988002412979,0.008607912063598632,0.0016261455505620088,3,sqrt,1,2,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.0,0.0,0.0,0.6666666666666666,0.0,0.13333333333333333,0.26666666666666666,217
0.15934476852416993,0.012650932511679763,0.011010265350341797,0.0025320514021016987,3,sqrt,1,2,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.3351043701171875,0.026823118924904698,0.017415714263916016,0.0013576894348259034,3,sqrt,1,2,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.5134665012359619,0.038469467209830875,0.02782549858093262,0.003819109235701376,3,sqrt,1,2,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.6782162189483643,0.03609154716418351,0.0340308666229248,0.004151069315757569,3,sqrt,1,2,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.692829704284668,0.03422701025343619,0.03343009948730469,0.0008007288174347381,3,sqrt,1,2,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.11070060729980469,0.01482708691577633,0.009208345413208007,0.0016014099192085466,3,sqrt,1,5,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.16575045585632325,0.013242316022111391,0.010609722137451172,0.002060898845236102,3,sqrt,1,5,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.3363055229187012,0.008302092642529619,0.017015409469604493,0.0012661387968408184,3,sqrt,1,5,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.4944490432739258,0.028295947899283542,0.02822575569152832,0.004796003215787246,3,sqrt,1,5,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.6509915351867676,0.03675179390143713,0.036433076858520506,0.007452522934991308,3,sqrt,1,5,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7062415599822998,0.0387009845831283,0.036232948303222656,0.004358195581880397,3,sqrt,1,5,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.1119016170501709,0.01683676229119516,0.008808040618896484,0.001471027868805774,3,sqrt,1,10,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.1663510799407959,0.009116497655306477,0.011010026931762696,0.0024518623677929306,3,sqrt,1,10,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.3206913471221924,0.023512526272936277,0.01661510467529297,0.0012010574435475934,3,sqrt,1,10,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.5038575649261474,0.027735104129090044,0.02322111129760742,0.00040037633053337707,3,sqrt,1,10,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.6453863143920898,0.026019041444850982,0.03723378181457519,0.005640887023005856,3,sqrt,1,10,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7052405834197998,0.02872854731850542,0.04224481582641602,0.007039948319053951,3,sqrt,1,10,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.10869865417480469,0.011387542658494409,0.007807254791259766,0.0014711706470575008,3,sqrt,3,2,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.17716073989868164,0.014379785657834144,0.009808874130249024,0.0007491820694602948,3,sqrt,3,2,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.33570494651794436,0.01397844371631197,0.02081890106201172,0.003126843663289949,3,sqrt,3,2,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.47142839431762695,0.013984031703345879,0.028025388717651367,0.004520615953549465,3,sqrt,3,2,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7036394596099853,0.03485145416640873,0.04083681106567383,0.004878734039226267,3,sqrt,3,2,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7424745559692383,0.029197843861479177,0.04063692092895508,0.006776706017756843,3,sqrt,3,2,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.11930818557739258,0.013434338511398598,0.008608007431030273,0.0013579988793634644,3,sqrt,3,5,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.16675143241882323,0.010679377308731185,0.010809993743896485,0.0019406823064022998,3,sqrt,3,5,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.3361052513122559,0.017830660780328477,0.018216419219970702,0.0021374626171871366,3,sqrt,3,5,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.5056592941284179,0.021554610734929532,0.028626108169555665,0.00422752758694925,3,sqrt,3,5,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.6872242450714111,0.013644800187920253,0.03783473968505859,0.006560570952041024,3,sqrt,3,5,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7514826774597168,0.007228700096176684,0.04083695411682129,0.004711641768242337,3,sqrt,3,5,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.12231130599975586,0.005423259860465106,0.00860767364501953,0.001626145543570824,3,sqrt,3,10,100,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 100}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.17355747222900392,0.008268288506215455,0.012811708450317382,0.001471177125900391,3,sqrt,3,10,150,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 150}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.36152825355529783,0.02148032416637893,0.019217729568481445,0.0033734950287382074,3,sqrt,3,10,300,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 300}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.5390895366668701,0.04021410212574407,0.032029247283935545,0.0037450819686973397,3,sqrt,3,10,450,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 450}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.7811098575592041,0.04197430454184767,0.04544167518615723,0.0013572043520080953,3,sqrt,3,10,600,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 600}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
0.8565785408020019,0.023646931829868763,0.04524106979370117,0.005423427090905272,3,sqrt,3,10,650,"{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 650}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
