Na:Bi,F:Bi,Na:Bi/F:Bi,Na:Bi+F:Bi,Na:Bi-F:Bi,GeometricMean,Na:Bi^2,Na:Bi F:Bi,F:Bi^2,Na:Bi^3,Na:Bi^2 F:Bi,Na:Bi F:Bi^2,F:Bi^3,Crystal_Type
2.1616139303250783,1.4500326654611977,-0.06629765597958998,2.639345486740128,0.34175985398276754,3.403510189646431,2.379578526638816,4.702981424418871,1.2801198028259657,2.43271998157921,5.226244201270229,5.145668411728436,1.0120882427752211,0
-0.39623879229942,0.5376525613507811,-0.5342000375400267,0.1440221685559128,-0.6376116678782977,0.19841714246877032,-0.4893730643531112,-0.0941968245739025,0.17820094094483854,-0.46332389266904705,-0.3503852298571557,-0.07998131012620996,-0.07669927329962145,0
-0.8438630187587072,0.08146250929557282,-0.6641729182380106,-0.5243680059577163,-0.5968045211340867,-0.9134517221370998,-0.5700623278497592,-0.6376271730926152,-0.20747066071355597,-0.4767675556390767,-0.45437161297001155,-0.4686390081891492,-0.3417330765546818,0
-0.6520240645618698,-0.7168700818010416,-0.44061959814023033,-1.0145208006010442,0.09691697351750125,-0.7706672472543776,-0.5508505984457953,-0.6001492180223591,-0.6172467374756001,-0.4751101177386621,-0.4473843856462228,-0.4776205936485869,-0.5211457398223599,0
-0.5241314284306449,-0.7168700818010416,-0.3158456503464739,-0.9254021106658936,0.17853126700592337,-0.6282998814472934,-0.5252349592405102,-0.5533017741845391,-0.6172467374756001,-0.4711112199471855,-0.4371090513465335,-0.4674142465355895,-0.5211457398223599,1
2.1616139303250783,0.08146250929557282,0.5575721297794144,1.5699212075183213,1.3211313758438328,1.9953851608697077,2.379578526638816,2.004568659360436,-0.20747066071355597,2.43271998157921,2.3853197740921273,0.9128921370261727,-0.3417330765546818,0
0.6269022967503792,-0.9449651078286458,1.805311129416968,-0.3015712811198399,1.0762884953785665,-0.20221948842843718,0.16638729930218646,-0.3565425100656948,-0.6723426805696565,-0.11310463345762993,-0.27804687638734293,-0.453941868346433,-0.5321141995854494,0
0.6269022967503792,-0.8309175948148437,1.1814416295981651,-0.21245259118468934,0.9946742018901444,-0.016283380945694835,0.16638729930218646,-0.24410864485492667,-0.6482382054660069,-0.11310463345762993,-0.21886095082113247,-0.4196485420467619,-0.5279730464095891,1
-0.39623879229942,2.3624127695716144,-0.6121837631968934,1.5699212075183213,-1.9434403636930513,0.862213646873119,-0.4893730643531112,0.5054504565501943,2.822806209459544,-0.46332389266904705,-0.24516580662833712,1.174174623118905,3.132358668815704,0
0.11533175222547962,2.3624127695716144,-0.5342000326660438,1.9263959672589235,-1.616983189739363,1.8009636660576003,-0.24346292798237457,1.7047450187983877,2.822806209459544,-0.36903409211212707,0.38615073274457434,2.8463825341123914,3.132358668815704,0
-0.5241314284306449,-0.37472754275963543,-0.4562163240681156,-0.658046040860442,-0.06631161345934296,-0.4227740631541399,-0.5252349592405102,-0.46897637527646296,-0.48295037618383774,-0.4711112199471855,-0.42601169030286906,-0.4196485420467619,-0.4778315160640371,1
0.11533175222547962,-0.8309175948148437,0.5575719218228624,-0.5689273509252915,0.668217027936456,-0.27095786712347036,-0.24346292798237457,-0.39402046513595085,-0.6482382054660069,-0.36903409211212707,-0.3503852298571557,-0.44577679065603515,-0.5279730464095891,1
-0.7799167006930947,0.08146250929557282,-0.6381783427482781,-0.47980866099014097,-0.5559973743898756,-0.7102063810328773,-0.5662199819689664,-0.5814102404872311,-0.20747066071355597,-0.4765833958723639,-0.4506724926221234,-0.4392447285037168,-0.3417330765546818,0
-0.6520240645618698,-0.37472754275963543,-0.5342000472879914,-0.7471647307955925,-0.14792590694776506,-0.6028561193256446,-0.5508505984457953,-0.543932285416975,-0.48295037618383774,-0.4751101177386621,-0.4424522251823719,-0.44577679065603515,-0.4778315160640371,1
-0.6520240645618698,-0.9449651078286458,-0.2742543898702912,-1.1927581804713452,0.26014556049434545,-0.9134517221370998,-0.5508505984457953,-0.6376271730926152,-0.6723426805696565,-0.4751101177386621,-0.4506724926221234,-0.4906847179532235,-0.5321141995854494,2
-0.39623879229942,-0.37472754275963543,-0.37823260084823973,-0.5689273509252915,0.015302680029079144,-0.27095786712347036,-0.4893730643531112,-0.39402046513595085,-0.48295037618383774,-0.46332389266904705,-0.402994941471565,-0.3935202934374887,-0.4778315160640371,0
-0.8438630187587072,-0.9449651078286458,-0.5861892177633801,-1.326436215374071,0.1377241202617123,-1.1587905516285797,-0.5700623278497592,-0.6797898725466532,-0.6723426805696565,-0.4767675556390767,-0.4552963930569836,-0.49619614539424206,-0.5321141995854494,2
0.6269022967503792,0.08146250929557282,-0.06629768197416432,0.5004969282965149,0.34175985398276754,0.9996904042631853,0.16638729930218646,0.6553622768312184,-0.20747066071355597,-0.11310463345762993,0.25462645370855114,0.20742942457579555,-0.3417330765546818,0
-0.8438630187587072,-0.7168700818010416,-0.6277805198308648,-1.14819883550377,-0.02550446671513191,-1.0873983141872186,-0.5700623278497592,-0.6704203837790892,-0.6172467374756001,-0.4767675556390767,-0.4550908863709898,-0.4929301143180829,-0.5211457398223599,2
-0.6520240645618698,-0.6028225687872396,-0.4822109071395975,-0.9254021106658936,0.015302680029079144,-0.7102063810328773,-0.5508505984457953,-0.5814102404872311,-0.5793682765984364,-0.4751101177386621,-0.4457403321582725,-0.4686390081891492,-0.5109607414709196,1
0.11533175222547962,-0.6028225687872396,0.14165885262483882,-0.3906899710549904,0.5049884409596118,-0.016283380945694835,-0.24346292798237457,-0.24410864485492667,-0.5793682765984364,-0.36903409211212707,-0.2977755182427464,-0.3804561691328521,-0.5109607414709196,0
-0.8438630187587072,2.3624127695716144,-0.6804195274113868,1.2580057927452946,-2.229090390902529,-0.6028561193256446,-0.5700623278497592,-0.543932285416975,2.822806209459544,-0.4767675556390767,-0.4523165461100737,-0.2890072990003958,3.132358668815704,0
2.1616139303250783,0.5376525613507811,0.24563724339855536,1.9263959672589235,0.9946742018901444,2.5212918907436195,2.379578526638816,2.904039581046581,0.17820094094483854,2.43271998157921,3.3322945831514943,2.0102785786156483,-0.07669927329962145,0
-0.7799167006930947,-0.6028225687872396,-0.5861892004336703,-1.0145208006010442,-0.06631161345934296,-0.9134517221370998,-0.5662199819689664,-0.6376271730926152,-0.5793682765984364,-0.4765833958723639,-0.45313857285404885,-0.48333614803186536,-0.5109607414709196,0
-0.7799167006930947,-0.9449651078286458,-0.48221094179901713,-1.2818768704064958,0.17853126700592337,-1.0571678810764686,-0.5662199819689664,-0.6657356393953072,-0.6723426805696565,-0.4765833958723639,-0.45437161297001155,-0.49435900291390256,-0.5321141995854494,0
-0.8438630187587072,-0.37472754275963543,-0.6511756321178052,-0.8808427656983183,-0.2703473471803982,-1.0034927502228521,-0.5700623278497592,-0.6563661506277432,-0.48295037618383774,-0.4767675556390767,-0.4547826263419991,-0.48496916356994496,-0.4778315160640371,0
-0.5241314284306449,-0.6028225687872396,-0.37823261384552487,-0.8362834207307431,0.09691697351750125,-0.5542507456226178,-0.5252349592405102,-0.525193307881847,-0.5793682765984364,-0.4711112199471855,-0.43340993099864533,-0.453941868346433,-0.5109607414709196,1
-0.39623879229942,1.4500326654611977,-0.5861891874363842,0.8569716880371171,-1.2905260157856746,0.5585812548117799,-0.4893730643531112,0.2056268159881459,1.2801198028259657,-0.46332389266904705,-0.2977755182427464,0.4425836620592546,1.0120882427752211,0
